怪物id,怪物类型,怪物名称,怪物等级,怪物血条数量,怪物头像,怪物模型,属性,绝对生命值（每次受到伤害只扣除1点生命值）,属性,属性,属性,血条位置,模型百分比,能否被击退,AI类型,心跳
21963,2,精英骷髅弓箭手,150,15,,4663,54053339,0,2711824,0,0,180,120,,,
21964,2,精英恶灵僵尸,150,15,,4504,54093339,0,2713674,0,0,180,125,,,
21965,2,精英恶灵尸王,150,15,,4505,54133339,0,2715524,0,0,180,105,,,
21966,2,精英骷髅长枪兵,150,15,,4579,54173339,0,2717374,0,0,180,125,,,
21967,2,精英骷髅锤兵,150,15,,4661,54213339,0,2719224,0,0,180,120,,,
21968,2,精英骷髅刀斧手,150,15,,4575,54253339,0,2721074,0,0,180,125,,,
21969,2,黄泉教主,150,15,,4537,54293339,0,2722924,0,0,260,100,,3,
21970,2,精英牛魔祭司,150,15,,4680,54333339,0,2724774,0,0,180,110,,,
21971,2,精英牛魔将军,150,15,,4681,54373339,0,2726624,0,0,180,140,,,
21972,2,精英牛魔侍卫,150,15,,4682,54413339,0,2728474,0,0,180,140,,,
21973,2,精英牛魔斗士,150,15,,4678,54453339,0,2730324,0,0,180,140,,,
21974,2,精英牛魔战士,150,20,,4512,54493339,0,2732174,0,0,180,135,,,
21975,2,精英牛魔法师,150,20,,4509,54533339,0,2734024,0,0,180,110,,,
21976,2,精英牛魔祭司,150,20,,4510,54573339,0,2735874,0,0,180,110,,,
21977,2,精英牛魔将军,150,20,,4511,54613339,0,2737724,0,0,180,130,,,
21978,2,牛魔王,150,20,,4683,54653339,0,2739574,0,0,240,125,,,
21979,2,精英骷髅锤兵,150,20,,4661,54693339,0,2741424,0,0,180,120,,,
21980,2,精英骷髅刀斧手,150,20,,4662,54733339,0,2743274,0,0,180,130,,,
21981,2,精英骷髅弓箭手,150,15,,4663,54773339,0,2745124,0,0,180,120,,,
21982,2,精英恶灵僵尸,150,15,,4504,54813339,0,2746974,0,0,180,125,,,
21983,2,精英恶灵尸王,150,15,,4505,54853339,0,2748824,0,0,180,105,,,
21984,2,精英骷髅长枪兵,150,15,,4579,54893339,0,2750674,0,0,180,125,,,
21985,2,精英骷髅锤兵,150,15,,4661,54933339,0,2752524,0,0,180,120,,,
21986,2,精英骷髅刀斧手,150,15,,4575,54973339,0,2754374,0,0,180,125,,,
21987,2,黄泉教主（邪）,150,15,,4656,55013339,0,2756224,0,0,225,100,,3,
21988,2,精英魔龙破甲兵,150,15,,4676,55053339,0,2758074,0,0,180,125,,,
21989,2,精英魔龙射手,150,15,,4677,55093339,0,2759924,0,0,180,130,,,
21990,2,精英魔龙巨蛾,150,15,,4674,55133339,0,2761774,0,0,180,115,,,
21991,2,精英魔龙力士,150,15,,4638,55173339,0,2763624,0,0,180,130,,,
21992,2,精英魔龙战将,150,15,,4593,55213339,0,2765474,0,0,180,130,,,
21993,2,精英魔龙刀兵,150,15,,4587,55253339,0,2767324,0,0,180,115,,,
21994,2,精英魔龙破甲兵,150,15,,4589,55293339,0,2769174,0,0,180,120,,,
21995,2,精英魔龙射手,150,15,,4590,55333339,0,2771024,0,0,180,120,,,
21996,2,魔龙教主,150,15,,4622,55373339,0,2772874,0,0,260,105,,,
21997,2,精英绿魔蜘蛛,150,15,,4704,55413339,0,2774724,0,0,180,70,,,
21998,2,精英披甲龙龟,150,15,,4514,55453339,0,2776574,0,0,180,150,,,
21999,2,精英红魔蜘蛛,150,15,,4703,55493339,0,2778424,0,0,180,70,,,
22000,2,精英绿魔蜘蛛,150,15,,4704,55533339,0,2780274,0,0,180,70,,,
22001,2,精英狂热火蜥蜴,150,15,,4580,55613339,0,2783974,0,0,180,150,,,
22002,2,精英金杖蜘蛛,150,15,,4570,55693339,0,2787674,0,0,210,110,,,
22003,2,精英巨镰蜘蛛,150,15,,4571,55773339,0,2791374,0,0,210,110,,,
22004,2,精英圣殿卫士,150,15,,4519,55853339,0,2795074,0,0,180,120,,,
22005,2,火龙王,150,15,,4606,55933339,0,2798774,0,0,300,80,,,
22006,2,精英赤狐,150,15,,4553,56013339,0,2802474,0,0,180,135,,,
22007,2,精英狐月虎虫,150,20,,4564,56093339,0,2806174,0,0,140,150,,,
22008,2,火尾黑狐王,150,20,,4607,56173339,0,2809874,0,0,160,120,,,
22009,2,精英素狐,150,20,,4523,56253339,0,2813574,0,0,180,135,,,
22010,2,精英赤狐,150,20,,4553,56333339,0,2817274,0,0,180,135,,,
22011,2,金爪赤狐王,150,20,,4608,56413339,0,2820974,0,0,160,120,,3,
22012,2,精英狐月虎虫,150,20,,4564,56493339,0,2824674,0,0,140,150,,,
22013,2,精英狐月角虫,150,20,,4565,56573339,0,2828374,0,0,140,150,,,
22014,2,玉面素狐王,150,15,,4628,56653339,0,2832074,0,0,230,130,,3,
22015,2,精英骨虾,150,15,,4117,56733339,0,2835774,0,0,180,125,,,
22016,2,精英龙虾守卫,150,15,,4583,56813339,0,2839474,0,0,180,95,,,
22017,2,寒荒海兽,150,15,,4604,56893339,0,2843174,0,0,260,100,,,
22018,2,精英海龟,150,15,,4507,56973339,0,2846874,0,0,140,150,,,
22019,2,精英龙虾守卫,150,15,,4583,57053339,0,2850574,0,0,180,95,,,
22020,2,深海巨魔,150,15,,4624,57133339,0,2854274,0,0,260,100,,,
22021,2,精英寄居蟹,150,15,,4119,57213339,0,2857974,0,0,180,150,,,
22022,2,精英金甲蛙,150,15,,4124,57293339,0,2861674,0,0,140,150,,,
22023,2,战舰龙王,150,15,,4118,57373339,0,2865374,0,0,260,100,,,
22024,2,精英绿魔蜘蛛,150,15,,4704,57453339,0,2869074,0,0,180,70,,,
22025,2,精英披甲龙龟,150,15,,4514,57533339,0,2872774,0,0,180,150,,,
22026,2,精英红魔蜘蛛,150,15,,4703,57613339,0,2876474,0,0,180,70,,,
22027,2,精英绿魔蜘蛛,150,15,,4704,57693339,0,2880174,0,0,180,70,,,
22028,2,精英狂热火蜥蜴,150,15,,4580,57773339,0,2883874,0,0,180,150,,,
22029,2,精英金杖蜘蛛,150,15,,4570,57853339,0,2887574,0,0,210,110,,,
22030,2,精英巨镰蜘蛛,150,15,,4571,57933339,0,2891274,0,0,210,110,,,
22031,2,精英圣殿卫士,150,15,,4519,58013339,0,2894974,0,0,180,120,,,
22032,2,雷炎蛛王,150,15,,4610,58093339,0,2898674,0,0,225,100,,,
22033,2,精英雪域卫士,150,15,,4538,58173339,0,2902374,0,0,190,140,,,
22034,2,精英雪域战将,150,15,,4539,58253339,0,2906074,0,0,190,140,,,
22035,2,精英雪域力士,150,15,,4535,58333339,0,2909774,0,0,190,120,,,
22036,2,精英雪域侍卫,150,15,,4536,58413339,0,2913474,0,0,190,140,,,
22037,2,精英雪域天将,150,15,,4537,58493339,0,2917174,0,0,190,140,,,
22038,2,精英雪域力士,150,15,,4690,58573339,0,2920874,0,0,190,140,,,
22039,2,精英雪域卫士,150,15,,4538,58653339,0,2924574,0,0,190,140,,,
22040,2,精英雪域战将,150,20,,4539,58733339,0,2928274,0,0,190,140,,,
22041,2,凛冬教主,150,20,,4612,58813339,0,2931974,0,0,280,110,,,
22042,2,精英红蛇妖,150,20,,4563,58893339,0,2935674,0,0,180,120,,,
22043,2,精英三头蛇王,150,20,,4517,58973339,0,2939374,0,0,180,120,,,
22044,2,精英魔化蝎蛇,150,20,,4585,59053339,0,2943074,0,0,180,120,,,
22045,2,精英白蛇妖,150,20,,4547,59133339,0,2946774,0,0,190,120,,,
22046,2,精英魔化蝎蛇,150,20,,4585,59213339,0,2950474,0,0,180,120,,,
22047,2,精英三头蛇王,150,15,,4517,59293339,0,2954174,0,0,180,120,,,
22048,2,精英 千年树妖,150,15,,4515,59373339,0,2957874,0,0,380,100,,,
22049,2,精英红蛇妖,150,15,,4563,59453339,0,2961574,0,0,180,120,,,
22050,2,魔化巫妖王,150,15,,4614,59533339,0,2965274,0,0,400,100,,,
22051,2,精英雪域卫士,150,15,,4538,59613339,0,2968974,0,0,190,140,,,
22052,2,精英雪域战将,150,15,,4539,59693339,0,2972674,0,0,190,140,,,
22053,2,精英雪域力士,150,15,,4535,59773339,0,2976374,0,0,190,120,,,
22054,2,精英雪域侍卫,150,15,,4536,59853339,0,2980074,0,0,190,140,,,
22055,2,精英雪域天将,150,15,,4537,59933339,0,2983774,0,0,190,140,,,
22056,2,精英雪域力士,150,15,,4690,60013339,0,2987474,0,0,190,140,,,
22057,2,精英雪域卫士,150,15,,4538,60093339,0,2991174,0,0,190,140,,,
22058,2,精英雪域战将,150,15,,4539,60173339,0,2994874,0,0,190,140,,,
22059,2,雪域魔王,150,15,,4691,60253339,0,2998574,0,0,245,120,,,
22060,2,精英恶魔弓箭手,150,15,,4557,60333339,0,3002274,0,0,140,120,,,
22061,2,精英恶魔弓箭手,150,15,,4557,60413339,0,3005974,0,0,140,120,,,
22062,2,精英恶魔弓箭手,150,15,,4557,60493339,0,3009674,0,0,140,120,,,
22063,2,精英魔神修罗,150,15,,4594,60573339,0,3013374,0,0,220,120,,,
22064,2,精英暗影修罗,150,15,,4502,60653339,0,3017074,0,0,190,120,,,
22065,2,精英黑袍修罗,150,15,,4560,60733339,0,3020774,0,0,190,120,,,
22066,2,精英魔神修罗,150,15,,4594,60813339,0,3024474,0,0,220,120,,,
22067,2,精英虹魔猪卫,150,15,,4655,60893339,0,3028174,0,0,180,130,,,
22068,2,阿修罗神,150,15,,4619,60973339,0,3031874,0,0,280,110,,3,
22069,2,鹿王,150,15,,4584,61053339,0,3035574,0,0,180,150,,,
22070,2,精英稻草人,150,15,,4645,61133339,0,3039274,0,0,180,150,,,
22071,2,精英多钩猫,150,15,,4648,61213339,0,3042974,0,0,180,150,,,
22072,2,精英半兽战士,150,15,,4549,61293339,0,3046674,0,0,180,150,,,
22073,2,精英洞蛆,150,20,,4633,61373339,0,3050374,0,0,80,200,,,
22074,2,精英骷髅,150,20,,4660,61453339,0,3054074,0,0,180,150,,,
22075,2,精英掷斧骷髅,150,20,,4696,61533339,0,3057774,0,0,180,150,,,
22076,2,精英掷斧骷髅,150,20,,4696,61613339,0,3061474,0,0,180,150,,,
22077,2,精英骷髅战士,150,20,,4666,61693339,0,3065174,0,0,180,140,,,
22078,2,精英骷髅战将,150,20,,4665,61773339,0,3068874,0,0,180,130,,,
22079,2,精英森林雪人,150,20,,4685,61853339,0,3072574,0,0,180,120,,,
22080,2,精英食人花,150,15,,4520,61933339,0,3076274,0,0,180,120,,,
22081,2,半兽勇士,150,15,,4503,62013339,0,3079974,0,0,180,140,,,
22082,2,精英掷斧骷髅,150,15,,4696,62093339,0,3083674,0,0,180,150,,,
22083,2,精英骷髅战士,150,15,,4666,62173339,0,3087374,0,0,180,140,,,
22084,2,骷髅精灵,150,15,,4664,62253339,0,3091074,0,0,220,170,,,
22085,2,精英僧侣僵尸,150,15,,4639,62333339,0,3094774,0,0,180,140,,,
22086,2,精英爬行僵尸,150,15,,4705,62413339,0,3098474,0,0,180,130,,,
22087,2,精英爬行僵尸,150,15,,4705,62493339,0,3102174,0,0,180,130,,,
22088,2,精英僧侣僵尸,150,15,,4639,62573339,0,3105874,0,0,180,140,,,
22089,2,精英爬行僵尸,150,15,,4705,62653339,0,3109574,0,0,180,130,,,
22090,2,精英爬行僵尸,150,15,,4705,62733339,0,3113274,0,0,180,130,,,
22091,2,精英僧侣僵尸,150,15,,4639,62813339,0,3116974,0,0,180,140,,,
22092,2,精英爬行僵尸,150,15,,4705,62893339,0,3120674,0,0,180,130,,,
22093,2,尸王,150,15,,4625,62973339,0,3124374,0,0,220,110,,,
22094,2,精英威思而小虫,150,15,,4526,63053339,0,3128074,0,0,120,200,,,
22095,2,精英狼,150,15,,4500,63133339,0,3131774,0,0,120,150,,,
22096,2,精英巨型多角虫,150,15,,4637,63213339,0,3135474,0,0,140,120,,,
22097,2,精英巨型蠕虫,150,15,,4572,63293339,0,3139174,0,0,140,150,,,
22098,2,精英跳跳蜂,150,15,,4525,63373339,0,3142874,0,0,140,150,,,
22099,2,精英钳虫,150,15,,4516,63453339,0,3146574,0,0,180,130,,,
22100,2,精英跳跳蜂,150,15,,4525,63533339,0,3150274,0,0,140,150,,,
22101,2,精英钳虫,150,15,,4516,63613339,0,3153974,0,0,180,130,,,
22102,2,精英邪恶钳虫,150,15,,4534,63693339,0,3157674,0,0,180,135,,,
22103,2,精英钳虫,150,15,,4516,63773339,0,3161374,0,0,180,130,,,
22104,2,精英邪恶钳虫,150,15,,4534,63853339,0,3165074,0,0,180,135,,,
22105,2,触龙神,150,15,,4603,63933339,0,3168774,0,0,240,95,,,
22106,2,精英威思而小虫,150,20,,4526,64013339,0,3172474,0,0,120,200,,,
22107,2,精英狼,150,20,,4500,64093339,0,3176174,0,0,120,150,,,
22108,2,精英巨型多角虫,150,20,,4637,64173339,0,3179874,0,0,140,120,,,
22109,2,精英红色恶猪,150,20,,4652,64253339,0,3183574,0,0,180,130,,,
22110,2,精英黑色恶猪,150,20,,4651,64333339,0,3187274,0,0,180,130,,,
22111,2,精英蝎蛇,150,20,,4518,64413339,0,3190974,0,0,140,150,,,
22112,2,精英黑色恶蛆,150,20,,4636,64493339,0,3194674,0,0,120,150,,,
22113,2,精英蝎蛇,150,15,,4518,64573339,0,3198374,0,0,140,150,,,
22114,2,精英黑色恶猪,150,15,,4651,64653339,0,3202074,0,0,180,130,,,
22115,2,精英白色恶猪,150,15,,4631,64733339,0,3205774,0,0,180,130,,,
22116,2,精英黑色恶猪,150,15,,4651,64813339,0,3209474,0,0,180,130,,,
22117,2,白猪王,150,15,,4601,64893339,0,3213174,0,0,240,100,,,
22118,2,精英暗黑战士,150,15,,4501,64973339,0,3216874,0,0,180,150,,,
22119,2,精英沃玛卫士,150,15,,4528,65053339,0,3220574,0,0,180,140,,,
22120,2,精英沃玛勇士,150,15,,4529,65133339,0,3224274,0,0,180,140,,,
22121,2,精英沃玛战将,150,15,,4530,65213339,0,3227974,0,0,180,110,,,
22122,2,精英火焰沃玛,150,15,,4568,65293339,0,3231674,0,0,180,110,,,
22123,2,精英沃玛勇士,150,15,,4688,65373339,0,3235374,0,0,180,120,,,
22124,2,精英沃玛战士,150,15,,4689,65453339,0,3239074,0,0,180,120,,,
22125,2,精英沃玛护卫,150,15,,4527,65533339,0,3242774,0,0,180,130,,,
22126,2,沃玛教主,150,15,,4687,65613339,0,3246474,0,0,220,95,,,
22127,2,精英楔蛾,150,15,,4531,65693339,0,3250174,0,0,140,150,,,
22128,2,精英角蝇,150,15,,4552,65773339,0,3253874,0,0,180,150,,,
22129,2,精英祖玛弓箭手,150,15,,4543,65853339,0,3257574,0,0,180,130,,,
22130,2,精英祖玛雕像,150,15,,4542,65933339,0,3261274,0,0,180,130,,,
22131,2,精英祖玛卫士,150,15,,4544,66013339,0,3264974,0,0,180,150,,,
22132,2,精英大老鼠,150,15,,4554,66093339,0,3268674,0,0,140,150,,,
22133,2,精英祖玛弓箭手,150,15,,4543,66173339,0,3272374,0,0,180,130,,,
22134,2,精英祖玛雕像,150,15,,4542,66253339,0,3276074,0,0,180,130,,,
22135,2,祖玛教主,150,15,,4630,66333339,0,3279774,0,0,240,105,,,
22136,2,精英半兽勇士,150,15,,4503,66413339,0,3283474,0,0,180,140,,,
22137,2,精英天狼蜘蛛,150,15,,4524,66493339,0,3287174,0,0,140,150,,,
22138,2,精英花吻蜘蛛,150,15,,4551,66573339,0,3290874,0,0,140,150,,,
22139,2,精英钢牙蜘蛛,150,20,,4550,66653339,0,3294574,0,0,100,150,,,
22140,2,精英天狼蜘蛛,150,20,,4524,66733339,0,3298274,0,0,140,150,,,
22141,2,精英幻影蜘蛛,150,20,,4567,66813339,0,3301974,0,0,200,100,,,
22142,2,精英黑锷蜘蛛,150,20,,4559,66893339,0,3305674,0,0,180,150,,,
22143,2,精英花吻蜘蛛,150,20,,4551,66973339,0,3309374,0,0,140,150,,,
22144,2,精英花吻蜘蛛,150,20,,4566,67053339,0,3313074,0,0,180,150,,,
22145,2,赤月恶魔,150,20,,4602,67133339,0,3316774,0,0,210,100,,,
22146,2,精英海龟,150,15,,4507,67213339,0,3320474,0,0,140,150,,,
22147,2,精英寄居蟹,150,15,,4119,67293339,0,3324174,0,0,180,150,,,
22148,2,精英金甲蛙,150,15,,4124,67373339,0,3327874,0,0,140,150,,,
22149,2,精英骷髅锤兵,150,15,,4661,67453339,0,3331574,0,0,180,120,,,
22150,2,精英骷髅刀斧手,150,15,,4662,67533339,0,3335274,0,0,180,130,,,
22151,2,精英骷髅弓箭手,150,15,,4663,67613339,0,3338974,0,0,180,120,,,
22152,2,精英恶灵僵尸,150,15,,4504,67693339,0,3342674,0,0,180,125,,,
22153,2,精英恶灵尸王,150,15,,4505,67773339,0,3346374,0,0,180,105,,,
22154,2,精英骷髅长枪兵,150,15,,4579,67853339,0,3350074,0,0,180,125,,,
22155,2,精英骷髅锤兵,150,15,,4661,67933339,0,3353774,0,0,180,120,,,
22156,2,精英骷髅刀斧手,150,15,,4575,68013339,0,3357474,0,0,180,125,,,
22157,2,黄泉教主,150,15,,4537,68093339,0,3361174,0,0,260,100,,3,
22158,2,精英牛魔祭司,150,15,,4680,68173339,0,3364874,0,0,180,110,,,
22159,2,精英牛魔将军,150,15,,4681,68253339,0,3368574,0,0,180,140,,,
22160,2,精英牛魔侍卫,150,15,,4682,68333339,0,3372274,0,0,180,140,,,
22161,2,精英牛魔斗士,150,15,,4678,68413339,0,3375974,0,0,180,140,,,
22162,2,精英牛魔战士,150,15,,4512,68493339,0,3379674,0,0,180,135,,,
22163,2,精英牛魔法师,150,15,,4509,68573339,0,3383374,0,0,180,110,,,
22164,2,精英牛魔祭司,150,15,,4510,68653339,0,3387074,0,0,180,110,,,
22165,2,精英牛魔将军,150,15,,4511,68733339,0,3390774,0,0,180,130,,,
22166,2,牛魔王,150,15,,4683,68813339,0,3394474,0,0,240,125,,,
22167,2,精英骷髅锤兵,150,15,,4661,68893339,0,3398174,0,0,180,120,,,
22168,2,精英骷髅刀斧手,150,15,,4662,68973339,0,3401874,0,0,180,130,,,
22169,2,精英骷髅弓箭手,150,15,,4663,69053339,0,3405574,0,0,180,120,,,
22170,2,精英恶灵僵尸,150,15,,4504,69133339,0,3409274,0,0,180,125,,,
22171,2,精英恶灵尸王,150,15,,4505,69213339,0,3412974,0,0,180,105,,,
22172,2,精英骷髅长枪兵,150,20,,4579,69293339,0,3416674,0,0,180,125,,,
22173,2,精英骷髅锤兵,150,20,,4661,69373339,0,3420374,0,0,180,120,,,
22174,2,精英骷髅刀斧手,150,20,,4575,69453339,0,3424074,0,0,180,125,,,
22175,2,黄泉教主（邪）,150,20,,4656,69533339,0,3427774,0,0,225,100,,3,
22176,2,精英魔龙破甲兵,150,20,,4676,69613339,0,3431474,0,0,180,125,,,
22177,2,精英魔龙射手,150,20,,4677,69693339,0,3435174,0,0,180,130,,,
22178,2,精英魔龙巨蛾,150,20,,4674,69773339,0,3438874,0,0,180,115,,,
22179,2,精英魔龙力士,150,15,,4638,69853339,0,3442574,0,0,180,130,,,
22180,2,精英魔龙战将,150,15,,4593,69933339,0,3446274,0,0,180,130,,,
22181,2,精英魔龙刀兵,150,15,,4587,70013339,0,3449974,0,0,180,115,,,
22182,2,精英魔龙破甲兵,150,15,,4589,70093339,0,3453674,0,0,180,120,,,
22183,2,精英魔龙射手,150,15,,4590,70173339,0,3457374,0,0,180,120,,,
22184,2,魔龙教主,150,15,,4622,70253339,0,3461074,0,0,260,105,,,
22185,2,精英绿魔蜘蛛,150,15,,4704,70333339,0,3464774,0,0,180,70,,,
22186,2,精英披甲龙龟,150,15,,4514,70413339,0,3468474,0,0,180,150,,,
22187,2,精英红魔蜘蛛,150,15,,4703,70493339,0,3472174,0,0,180,70,,,
22188,2,精英绿魔蜘蛛,150,15,,4704,70573339,0,3475874,0,0,180,70,,,
22189,2,精英狂热火蜥蜴,150,15,,4580,70653339,0,3479574,0,0,180,150,,,
22190,2,精英金杖蜘蛛,150,15,,4570,70733339,0,3483274,0,0,210,110,,,
22191,2,精英巨镰蜘蛛,150,15,,4571,70813339,0,3486974,0,0,210,110,,,
22192,2,精英圣殿卫士,150,15,,4519,70893339,0,3490674,0,0,180,120,,,
22193,2,火龙王,150,15,,4606,70973339,0,3494374,0,0,300,80,,,
22194,2,精英赤狐,150,15,,4553,71053339,0,3498074,0,0,180,135,,,
22195,2,精英狐月虎虫,150,15,,4564,71133339,0,3501774,0,0,140,150,,,
22196,2,火尾黑狐王,150,15,,4607,71213339,0,3505474,0,0,160,120,,,
22197,2,精英素狐,150,15,,4523,71293339,0,3509174,0,0,180,135,,,
22198,2,精英赤狐,150,15,,4553,71373339,0,3512874,0,0,180,135,,,
22199,2,金爪赤狐王,150,15,,4608,71453339,0,3516574,0,0,160,120,,3,
22200,2,精英狐月虎虫,150,15,,4564,71533339,0,3520274,0,0,140,150,,,
22201,2,精英狐月角虫,150,15,,4565,71613339,0,3523974,0,0,140,150,,,
22202,2,玉面素狐王,150,15,,4628,71693339,0,3527674,0,0,230,130,,3,
22203,2,精英骨虾,150,15,,4117,71773339,0,3531374,0,0,180,125,,,
22204,2,精英龙虾守卫,150,15,,4583,71853339,0,3535074,0,0,180,95,,,
22205,2,寒荒海兽,150,20,,4604,71933339,0,3538774,0,0,260,100,,,
22206,2,精英海龟,150,20,,4507,72013339,0,3542474,0,0,140,150,,,
22207,2,精英龙虾守卫,150,20,,4583,72093339,0,3546174,0,0,180,95,,,
22208,2,深海巨魔,150,20,,4624,72173339,0,3549874,0,0,260,100,,,
22209,2,精英寄居蟹,150,20,,4119,72253339,0,3553574,0,0,180,150,,,
22210,2,精英金甲蛙,150,20,,4124,72333339,0,3557274,0,0,140,150,,,
22211,2,战舰龙王,150,20,,4118,72413339,0,3560974,0,0,260,100,,,
22212,2,精英绿魔蜘蛛,150,15,,4704,72493339,0,3564674,0,0,180,70,,,
22213,2,精英披甲龙龟,150,15,,4514,72573339,0,3568374,0,0,180,150,,,
22214,2,精英红魔蜘蛛,150,15,,4703,72653339,0,3572074,0,0,180,70,,,
22215,2,精英绿魔蜘蛛,150,15,,4704,72733339,0,3575774,0,0,180,70,,,
22216,2,精英狂热火蜥蜴,150,15,,4580,72813339,0,3579474,0,0,180,150,,,
22217,2,精英金杖蜘蛛,150,15,,4570,72893339,0,3583174,0,0,210,110,,,
22218,2,精英巨镰蜘蛛,150,15,,4571,72973339,0,3586874,0,0,210,110,,,
22219,2,精英圣殿卫士,150,15,,4519,73053339,0,3590574,0,0,180,120,,,
22220,2,雷炎蛛王,150,15,,4610,73133339,0,3594274,0,0,225,100,,,
22221,2,精英雪域卫士,150,15,,4538,73213339,0,3597974,0,0,190,140,,,
22222,2,精英雪域战将,150,15,,4539,73293339,0,3601674,0,0,190,140,,,
22223,2,精英雪域力士,150,15,,4535,73373339,0,3605374,0,0,190,120,,,
22224,2,精英雪域侍卫,150,15,,4536,73453339,0,3609074,0,0,190,140,,,
22225,2,精英雪域天将,150,15,,4537,73533339,0,3612774,0,0,190,140,,,
22226,2,精英雪域力士,150,15,,4690,73613339,0,3616474,0,0,190,140,,,
22227,2,精英雪域卫士,150,15,,4538,73693339,0,3620174,0,0,190,140,,,
22228,2,精英雪域战将,150,15,,4539,73773339,0,3623874,0,0,190,140,,,
22229,2,凛冬教主,150,15,,4612,73853339,0,3627574,0,0,280,110,,,
22230,2,精英红蛇妖,150,15,,4563,73933339,0,3631274,0,0,180,120,,,
22231,2,精英三头蛇王,150,15,,4517,74013339,0,3634974,0,0,180,120,,,
22232,2,精英魔化蝎蛇,150,15,,4585,74093339,0,3638674,0,0,180,120,,,
22233,2,精英白蛇妖,150,15,,4547,74173339,0,3642374,0,0,190,120,,,
22234,2,精英魔化蝎蛇,150,15,,4585,74253339,0,3646074,0,0,180,120,,,
22235,2,精英三头蛇王,150,15,,4517,74333339,0,3649774,0,0,180,120,,,
22236,2,精英 千年树妖,150,15,,4515,74413339,0,3653474,0,0,380,100,,,
22237,2,精英红蛇妖,150,15,,4563,74493339,0,3657174,0,0,180,120,,,
22238,2,魔化巫妖王,150,20,,4614,74573339,0,3660874,0,0,400,100,,,
22239,2,精英雪域卫士,150,20,,4538,74653339,0,3664574,0,0,190,140,,,
22240,2,精英雪域战将,150,20,,4539,74733339,0,3668274,0,0,190,140,,,
22241,2,精英雪域力士,150,20,,4535,74813339,0,3671974,0,0,190,120,,,
22242,2,精英雪域侍卫,150,20,,4536,74893339,0,3675674,0,0,190,140,,,
22243,2,精英雪域天将,150,20,,4537,74973339,0,3679374,0,0,190,140,,,
22244,2,精英雪域力士,150,20,,4690,75053339,0,3683074,0,0,190,140,,,
22245,2,精英雪域卫士,150,15,,4538,75133339,0,3686774,0,0,190,140,,,
22246,2,精英雪域战将,150,15,,4539,75213339,0,3690474,0,0,190,140,,,
22247,2,雪域魔王,150,15,,4691,75293339,0,3694174,0,0,245,120,,,
22248,2,精英恶魔弓箭手,150,15,,4557,75373339,0,3697874,0,0,140,120,,,
22249,2,精英恶魔弓箭手,150,15,,4557,75453339,0,3701574,0,0,140,120,,,
22250,2,精英恶魔弓箭手,150,15,,4557,75533339,0,3705274,0,0,140,120,,,
22251,2,精英魔神修罗,150,15,,4594,75613339,0,3708974,0,0,220,120,,,
22252,2,精英暗影修罗,150,15,,4502,75693339,0,3712674,0,0,190,120,,,
22253,2,精英黑袍修罗,150,15,,4560,75773339,0,3716374,0,0,190,120,,,
22254,2,精英魔神修罗,150,15,,4594,75853339,0,3720074,0,0,220,120,,,
22255,2,精英虹魔猪卫,150,15,,4655,75933339,0,3723774,0,0,180,130,,,
22256,2,阿修罗神,150,15,,4619,76013339,0,3727474,0,0,280,110,,3,
22257,2,鹿王,150,15,,4584,76093339,0,3731174,0,0,180,150,,,
22258,2,精英稻草人,150,15,,4645,76173339,0,3734874,0,0,180,150,,,
22259,2,精英多钩猫,150,15,,4648,76253339,0,3738574,0,0,180,150,,,
22260,2,精英半兽战士,150,15,,4549,76333339,0,3742274,0,0,180,150,,,
22261,2,精英洞蛆,150,15,,4633,76413339,0,3745974,0,0,80,200,,,
22262,2,精英骷髅,150,15,,4660,76493339,0,3749674,0,0,180,150,,,
22263,2,精英掷斧骷髅,150,15,,4696,76573339,0,3753374,0,0,180,150,,,
22264,2,精英掷斧骷髅,150,15,,4696,76653339,0,3757074,0,0,180,150,,,
22265,2,精英骷髅战士,150,15,,4666,76733339,0,3760774,0,0,180,140,,,
22266,2,精英骷髅战将,150,15,,4665,76813339,0,3764474,0,0,180,130,,,
22267,2,精英森林雪人,150,15,,4685,76893339,0,3768174,0,0,180,120,,,
22268,2,精英食人花,150,15,,4520,76973339,0,3771874,0,0,180,120,,,
22269,2,半兽勇士,150,15,,4503,77053339,0,3775574,0,0,180,140,,,
22270,2,精英掷斧骷髅,150,15,,4696,77133339,0,3779274,0,0,180,150,,,
22271,2,精英骷髅战士,150,20,,4666,77213339,0,3782974,0,0,180,140,,,
22272,2,骷髅精灵,150,20,,4664,77293339,0,3786674,0,0,220,170,,,
22273,2,精英僧侣僵尸,150,20,,4639,77373339,0,3790374,0,0,180,140,,,
22274,2,精英爬行僵尸,150,20,,4705,77453339,0,3794074,0,0,180,130,,,
22275,2,精英爬行僵尸,150,20,,4705,77533339,0,3797774,0,0,180,130,,,
22276,2,精英僧侣僵尸,150,20,,4639,77613339,0,3801474,0,0,180,140,,,
22277,2,精英爬行僵尸,150,20,,4705,77693339,0,3805174,0,0,180,130,,,
22278,2,精英爬行僵尸,150,15,,4705,77773339,0,3808874,0,0,180,130,,,
22279,2,精英僧侣僵尸,150,15,,4639,77853339,0,3812574,0,0,180,140,,,
22280,2,精英爬行僵尸,150,15,,4705,77933339,0,3816274,0,0,180,130,,,
